images,label
956678358192066560,0
955381372935397376,0
954282390930599937,0
953993134316417024,2
953931795657043968,0
953929464198651905,2
953732503340281856,0
953712005944430594,0
953688385822093315,0
953629229345722369,0
953624723493040128,0
953609325955739649,0
953431433158197253,0
953349040573505536,0
953347824791572481,0
953275435575627776,0
953244413026885632,0
952950655274110977,0
950189801134698496,0
1178618796350816256,0
1178433855453310977,0
1178433837136781312,0
1177658802444701697,0
1176990700396863488,0
1174771442321375232,0
1174746769286193154,0
1174429131519483905,0
1172211784113152001,0
1171824092468731906,0
1171820771141963779,0
1171689025780027392,0
1167029150940618752,0
1167027760923123713,0
1166735410866925569,0
1166395009089835008,0
1165923678602891265,0
1164945449368915968,0
1164190462284062720,0
1162078797203681280,0
1162034677072445446,0
1162034459568484352,0
1161741042883973125,0
1160898785175846912,0
1159836529251868672,0
1159767689151356928,0
1159448751708262400,0
1159227797862322178,0
1158075099477663744,0
1157862948355731457,0
1157696122791583744,0
1156985481227190272,0
1156984349809446912,0
1057623353786286081,0
1055873199026659328,0
1052206601367629824,0
1048995557350551553,0
1048924413977145344,0
1047325537822281730,3
991041505077886982,0
990742902455218176,0
990669969523437568,0
990651078029983744,0
990648655072739328,0
989182907104350209,0
988856129903058946,2
987584427344580608,0
985515509285359616,0
984514937451053058,0
983997698016718848,0
983718026808733696,0
983567163658309632,0
983083283306049536,0
982991077492879360,0
982851217834430464,0
982581687849832448,0
982363238506606592,0
982056701787607041,0
981789542213607424,0
981621176597278720,0
981615385572069376,0
981066443520335874,0
981041121051672576,0
980740011074228224,0
980475598492577792,0
980468579131842560,0
1002215339600510976,0
1002194913373642752,0
999918247284637697,0
997852631392555008,2
997849119069700098,2
996617112763420672,3
996592492408537088,0
996591834787823618,0
996526042842984448,0
993599697829818369,0
993566502212300800,0
993247928050503680,0
993172796216836096,2
992539416689291264,0
991448685509672960,0
991298266988994563,0
991212650771165184,0
1068581382664777728,0
1067454722637029377,0
1066667496458133504,0
1065697433282326528,2
1065540465074724864,0
1061186019133919232,0
1061183933075865600,0
1060398256897843202,0
1059827101019324423,0
1059398844520247296,0
1058656799870648320,0
1022941758366396418,0
1022502462450745344,0
1022491051104395264,0
1021423770127355904,0
1021421543530926080,0
1021421537025568769,0
1021320255400960000,0
1017399585084301312,0
1014634034637533185,0
1013995594472349699,0
1013836646725406722,0
1078724191384424450,0
1077808234973429760,0
1076681021427453953,0
1075809911295090688,0
1075738118710530048,0
1075733955955982342,0
1072078470618988544,0
1071361954361561089,0
1070092986082422791,0
1069365517683761152,0
1013196745822654469,0
1012206286690107392,0
1012040133267226624,0
1011665457710026752,0
1010868648691617792,2
1009339857724850176,0
1008698601600700416,2
1006638551730212864,0
1006079811960352768,4
1005865858407780353,4
1005856619069091842,4
1005851569269739521,4
1005851525258899457,4
1005851507919589379,4
1005851481684267009,4
1005851033174671360,4
1005842898842214401,4
1002946051047862274,0
1002533320469766144,0
967800097387016192,0
967490319393722370,2
967458357253689345,2
966319283952238592,0
962650750554968064,0
962640170662137856,0
